,action,observation.effort,observation.force_torque,observation.state,observation.qvel,timestamp,frame_index,episode_index,index,task_index
239,"[ 0.31335023  0.61599815 -0.065484    2.3698528   0.239727    2.025832
 -2.9955091   1.        ]","[ -8.819893  -35.77339    -1.2868791  18.813011    2.8656313  -1.675573
   3.10113     0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.31361854  0.5952076  -0.06370622  2.3371847   0.24898809  1.9943342
 -2.9975538   1.        ]","[-0.02235914  0.1191232   0.00071905  0.2267073  -0.01557949  0.18465978
  0.01739425  0.        ]",7.9666667,239,0,239,0
240,"[ 0.31227162  0.62294817 -0.06500562  2.3788798   0.23950486  2.035227
 -2.9947872   1.        ]","[  0.3141043  -36.100117    -0.54257953  20.74943      1.6193225
  -1.4711126   -0.6709187    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.31330597  0.6030654  -0.06402644  2.3507278   0.24581276  2.0062034
 -2.9966986   1.        ]","[-0.00558122  0.14031816 -0.00571819  0.24184166 -0.05670251  0.21194957
  0.01527133  0.        ]",8.0,240,0,240,0
241,"[ 0.31173733  0.6269772  -0.06459898  2.384987    0.2390736   2.0404804
 -2.9950933   1.        ]","[ -1.082451  -34.084724   -1.1643997  31.212006   -6.258763    2.341149
  -0.536387    0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.31330216  0.6056348  -0.06425462  2.3543844   0.24471979  2.0101552
 -2.996478    1.        ]","[-0.00243109  0.14552273 -0.00917649  0.23352118 -0.06307127  0.22102335
  0.01383322  0.        ]",8.033334,241,0,241,0
242,"[ 0.31071457  0.6321922  -0.06424376  2.3910477   0.23917896  2.0474012
 -2.9951777   1.        ]","[  2.0656655 -24.506542   -8.07123    32.324245   -6.170536    3.096145
   3.2149487   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.31313917  0.61040354 -0.06454608  2.361452    0.2430209   2.0175683
 -2.9959948   1.        ]","[-0.00308166  0.15487042 -0.01082004  0.22968623 -0.06077714  0.2343772
  0.0148262   0.        ]",8.066667,242,0,242,0
243,"[ 0.30552253  0.65435743 -0.06252383  2.4207385   0.24259947  2.0768108
 -2.988715    1.        ]","[-2.6913550e+00 -4.0177521e+01 -1.1874807e+00  1.5723591e+01
 -2.9694521e-01 -6.6819674e-01  1.8161271e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.31074616  0.6319963  -0.06426805  2.3909411   0.23919362  2.0472238
 -2.995176    1.        ]","[-0.00047937  0.00267077  0.00089026  0.00636876 -0.00061633  0.00595787
  0.00023968  0.        ]",8.1,243,0,243,0
244,"[ 0.30480886  0.65456134 -0.06226841  2.4205005   0.24389896  2.0768943
 -2.9880419   1.        ]","[ 1.3347906e-15 -3.2595169e+01 -6.6876030e-01  2.4223576e+01
  2.9058439e-01 -1.0617342e+00  1.8030482e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.31073466  0.6320423  -0.06425846  2.3909853   0.23918979  2.0472603
 -2.995176    1.        ]","[-0.00058209  0.00243109  0.00068481  0.00455401 -0.00051361  0.00410888
  0.00013696  0.        ]",8.133333,244,0,244,0
245,"[ 0.296605    0.67345005 -0.0593603   2.4479477   0.25241897  2.1013207
 -2.980676    1.        ]","[-3.0717213e-02 -3.9379585e+01 -6.5887630e-01  1.9018692e+01
  3.0200392e-01 -8.5894167e-01 -8.2649216e-02  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.30489978  0.6539149  -0.06237357  2.4194481   0.24364409  2.0757942
 -2.9883249   1.        ]","[-0.0093477   0.02848822  0.00318438  0.04598518  0.00849168  0.03971915
  0.01013523  0.        ]",8.166667,245,0,245,0
246,"[ 0.29655635  0.6737361  -0.05973234  2.4482567   0.25195238  2.1004224
 -2.980502    1.        ]","[-3.0717213e-02 -3.2811752e+01 -6.5887630e-01  1.7041842e+01
  3.0200392e-01 -1.4889417e+00  1.9377148e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.30488253  0.6540664  -0.06227387  2.4202573   0.2437898   2.0764635
 -2.9881563   1.        ]","[-0.00095874  0.00455401  0.00232836  0.02167433  0.00390343  0.01756545
  0.00445128  0.        ]",8.2,246,0,246,0
247,"[ 0.29649308  0.6739299  -0.0600292   2.448583    0.2517739   2.0994997
 -2.980023    1.        ]","[-3.0717213e-02 -3.2811752e+01 -6.5887630e-01  1.6640741e+01
  3.0200392e-01 -1.3209417e+00  1.9377148e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.30488253  0.6541201  -0.06224127  2.4204204   0.24382433  2.0766132
 -2.988116    1.        ]","[-0.00010272  0.00273925  0.00195172  0.0139017   0.00256805  0.01181302
  0.00304742  0.        ]",8.233334,247,0,247,0
248,"[ 0.29649618  0.6747451  -0.06116831  2.4508617   0.25085488  2.0969956
 -2.9781182   1.        ]","[ 1.5053283e-16 -3.2897682e+01 -6.4896840e-01  2.2834049e+01
  3.0442971e-01 -1.0141748e+00  1.9352074e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.30486718  0.654517   -0.06221634  2.4204874   0.24386077  2.0767684
 -2.9880662   1.        ]","[-0.00027393  0.00753294  0.00061633  0.0020202   0.00082178  0.00376647
  0.0010957   0.        ]",8.266666,248,0,248,0
249,"[ 0.2938122   0.6861093  -0.06130249  2.4734313   0.25263914  2.1014318
 -2.9710793   1.        ]","[-11.711865   -21.624853     6.658937    18.708883     6.777705
   1.607608     0.06225907   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.30067942  0.66426355 -0.06101409  2.435093    0.24802168  2.0891285
 -2.9839838   1.        ]","[-0.06228373  0.14196171  0.01845571  0.21472307  0.05944176  0.17500393
  0.05820909  0.        ]",8.3,249,0,249,0
250,"[ 0.2935675   0.6877821  -0.06152156  2.4772143   0.2524967   2.1006186
 -2.9700644   1.        ]","[-10.974865   -28.174105    -0.6012637   23.149633     7.19313
   1.817608    -0.17574093   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.2986028   0.6695941  -0.06094122  2.4426363   0.24946746  2.0932548
 -2.9811957   1.        ]","[-0.05362085  0.13285369  0.00496489  0.18517339  0.03910282  0.11439799
  0.06430393  0.        ]",8.333333,250,0,250,0
251,"[ 0.29362497  0.68891025 -0.06192835  2.4805086   0.2515362   2.0978434
 -2.9707649   1.        ]","[ -9.567865   -31.875854    -0.6012637   19.897858     7.092855
   2.027608    -0.94574094   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.29770732  0.67183757 -0.06096615  2.4459035   0.24999093  2.094668
 -2.9799206   1.        ]","[-0.04944349  0.12651917  0.00041089  0.17644203  0.03133019  0.09080619
  0.06721438  0.        ]",8.366667,251,0,251,0
252,"[ 0.29361907  0.689459   -0.0622192   2.4821806   0.25117943  2.096588
 -2.9705386   1.        ]","[  4.105183   -43.003258    -0.62331325  22.349512     0.18196587
  -0.8717811    0.18153563   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.2967946   0.6739755  -0.06104285  2.4491768   0.25051057  2.0960698
 -2.978749    1.        ]","[-0.02448206  0.06081138 -0.00181475  0.08738212  0.01397018  0.03886313
  0.03180956  0.        ]",8.4,252,0,252,0
253,"[ 0.2934196   0.69003195 -0.06319004  2.4851892   0.25084412  2.0923407
 -2.9684637   1.        ]","[ -8.558343   -28.383535    -0.41272208  34.863525     7.727099
   1.8992563    4.391894     0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.29657602  0.67481923 -0.0610601   2.450893    0.25068122  2.0966182
 -2.9781718   1.        ]","[-0.01807906  0.04800538 -0.00157507  0.07930133  0.01068308  0.03163835
  0.02759796  0.        ]",8.433333,253,0,253,0
254,"[ 0.29321477  0.6919527  -0.06310953  2.4893231   0.2508423   2.091545
 -2.968452    1.        ]","[-11.583999  -22.455698   -0.3673821  28.508656    6.8648586   0.6658545
   2.6944761   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.29555398  0.67967045 -0.06112146  2.461951    0.25130633  2.097924
 -2.9749985   1.        ]","[-0.02020198  0.096045   -0.00123266  0.21605845  0.01290872  0.02852246
  0.06296854  0.        ]",8.466666,254,0,254,0
255,"[ 0.29265177  0.69817775 -0.06274199  2.500413    0.25135267  2.093333
 -2.966071    1.        ]","[  0.20135374 -36.66697     -1.1157782   18.994673     0.22532563
  -1.3376327   -0.16947675   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.2949404   0.683028   -0.06147236  2.4690206   0.25133124  2.0973334
 -2.9732995   1.        ]","[-0.01862691  0.0993321  -0.00695085  0.2128056   0.00338982 -0.00592363
  0.05262787  0.        ]",8.5,255,0,255,0
256,"[ 0.2904704   0.7007059  -0.06090767  2.5033193   0.25592417  2.094185
 -2.9650192   1.        ]","[-11.252102   -32.497074    -9.312286    31.906889     0.43433398
  -3.2812521    3.4809852    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.29446486  0.6854766  -0.06191913  2.4738624   0.25133124  2.0958874
 -2.97194     1.        ]","[-1.6880637e-02  9.0463780e-02 -1.3422332e-02  1.8366681e-01
  1.3696257e-04 -3.6397804e-02  4.7834177e-02  0.0000000e+00]",8.533334,256,0,256,0
257,"[ 0.29025394  0.70356137 -0.06068057  2.508182    0.2561681   2.094287
 -2.9646285   1.        ]","[ -9.128348   -38.307606    -8.056329    31.175806     0.35572347
  -3.1114128    2.9599545    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.29385704  0.6882339  -0.06243493  2.480376    0.2512507   2.0942078
 -2.9704041   1.        ]","[-0.01544253  0.07375434 -0.01379898  0.16456053 -0.00143811 -0.04471828
  0.04074636  0.        ]",8.566667,257,0,257,0
258,"[ 0.2892108   0.70564425 -0.0600621   2.5121655   0.25754532  2.09459
 -2.964193    1.        ]","[  2.5379555  -23.879665    -0.77572703  30.26933      0.29543
  -3.2101753    3.234184     0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.29355022  0.6902051  -0.06257108  2.4850278   0.2512488   2.0938225
 -2.9694188   1.        ]","[-0.01451803  0.07382283 -0.00958738  0.18017426 -0.00147235 -0.03013176
  0.04006155  0.        ]",8.6,258,0,258,0
259,"[ 0.28876474  0.70822203 -0.0598278   2.5166936   0.25795284  2.0952797
 -2.9634225   1.        ]","[ 9.6833873e-01 -3.2612175e+01  1.8543711e-02  1.8624004e+01
  1.0916362e+00 -3.8306847e-01 -5.3992733e-02  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.2931169   0.6928685  -0.06256533  2.4904945   0.25155175  2.0937304
 -2.9682393   1.        ]","[-0.01414139  0.08741636 -0.0029447   0.19205576  0.0053073  -0.01023795
  0.04112301  0.        ]",8.633333,259,0,259,0
260,"[ 0.28798544  0.71163684 -0.05923001  2.522308    0.25937024  2.096516
 -2.9623718   1.        ]","[  0.86897916 -38.208996    -3.3998017   17.498268    -0.36647287
  -1.4458494   -0.33352908   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.2919568   0.6968894  -0.06203802  2.4972153   0.25344238  2.0938013
 -2.9666843   1.        ]","[-0.02485871  0.09323727  0.01016947  0.1613419   0.03917129  0.00099298
  0.03704838  0.        ]",8.666667,260,0,260,0
261,"[ 0.2874197   0.71334875 -0.05893437  2.525323    0.25987872  2.096994
 -2.9622447   1.        ]","[  0.3331868  -40.816322    -3.458694    20.716969    -0.76267976
  -0.9052959   -0.5313148    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.29138732  0.69895643 -0.06163343  2.500383    0.2543762   2.0939317
 -2.966111    1.        ]","[-0.02526959  0.08943656  0.01479196  0.14175627  0.04266384  0.00359527
  0.02989208  0.        ]",8.7,261,0,261,0
262,"[ 0.28697956  0.71492887 -0.05870111  2.528184    0.26008397  2.0971596
 -2.9625413   1.        ]","[-11.36539   -30.218636    7.0027714  31.32066     6.3943086  -0.7921199
   2.51339     0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.29039982  0.7025517  -0.06096423  2.5064805   0.25580856  2.0943594
 -2.9650755   1.        ]","[-0.02461902  0.08936808  0.01694912  0.14764565  0.03687717  0.00931345
  0.02530384  0.        ]",8.733334,262,0,262,0
263,"[ 0.28667775  0.7165703  -0.05846398  2.5310297   0.26037055  2.0976295
 -2.9622366   1.        ]","[-10.294865  -25.73735     8.092647   30.845898    7.351746    2.137624
   3.0006256   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.28963473  0.7051441  -0.06048486  2.5111878   0.2568018   2.094879
 -2.9643278   1.        ]","[-0.02681042  0.09135403  0.01698336  0.16278002  0.03564451  0.01496316
  0.02663922  0.        ]",8.766666,263,0,263,0
264,"[ 0.28569335  0.72074234 -0.05780273  2.5378935   0.2614617   2.0980732
 -2.9616458   1.        ]","[  3.4055686 -36.591015   -2.852248   16.42748    -0.5197705  -1.2318934
  -0.6268748   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.28853986  0.7087125  -0.05981375  2.5178301   0.2581632   2.0957687
 -2.9634361   1.        ]","[-0.02824853  0.09231278  0.01722304  0.16873789  0.03499394  0.0223249
  0.02393421  0.        ]",8.8,264,0,264,0
265,"[ 0.2850891   0.7229995  -0.05737552  2.5413616   0.2622059   2.0975091
 -2.9615111   1.        ]","[ -8.922476  -27.606834    7.8790045  30.054485    7.3951163   1.8618152
   3.2080262   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.28803173  0.7108352  -0.05947052  2.5213928   0.25876722  2.0962691
 -2.9631102   1.        ]","[-0.02170857  0.08190361  0.01444955  0.140866    0.02633105  0.01996229
  0.01554525  0.        ]",8.833333,265,0,265,0
266,"[ 0.28447887  0.7266257  -0.05688642  2.5474184   0.2627887   2.0988455
 -2.9608858   1.        ]","[  1.7499946  -40.059452    -2.5345933   21.38821     -0.37526357
  -1.9352806   -0.2670505    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.2871631   0.71474683 -0.05880899  2.5277665   0.2598525   2.097107
 -2.9625003   1.        ]","[-0.01941444  0.08772453  0.01468924  0.1423726   0.02403693  0.01869539
  0.01345657  0.        ]",8.866667,266,0,266,0
267,"[ 0.2838949   0.7300993  -0.05640971  2.5530353   0.2634012   2.0994434
 -2.9604108   1.        ]","[-11.135972  -29.01776     7.447033   30.088366    6.8876176   1.4710374
   3.312529    0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.2867566   0.7166969  -0.05846576  2.5310855   0.26039517  2.097454
 -2.96223     1.        ]","[-0.01924324  0.08673155  0.01496316  0.14764565  0.02472174  0.01712032
  0.01325113  0.        ]",8.9,267,0,267,0
268,"[ 0.2835533   0.7318993  -0.05619782  2.555539    0.2638515   2.096304
 -2.960932    1.        ]","[  1.056862   -40.75364     -3.8083007   15.842818    -1.0383686
  -2.0693698   -0.32184777   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.28653803  0.71766526 -0.05827976  2.532819    0.26068854  2.0975711
 -2.9620976   1.        ]","[-0.01681216  0.07847955  0.01393594  0.13360699  0.02218794  0.0129772
  0.01105973  0.        ]",8.933333,268,0,268,0
269,"[ 0.28301087  0.7353192  -0.05565879  2.5613382   0.26445013  2.097032
 -2.9603412   1.        ]","[  0.64426214 -34.537064    -2.9946148   19.330984    -0.6318361
  -1.0071543   -0.32615602   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.28558886  0.7216325  -0.05763358  2.539486    0.2616741   2.0980792
 -2.961582    1.        ]","[-0.0190378   0.07871924  0.01307993  0.13340154  0.02051014  0.00996403
  0.01030643  0.        ]",8.966666,269,0,269,0
270,"[ 0.28265882  0.7390956  -0.05528639  2.5675876   0.26473463  2.0970707
 -2.9596963   1.        ]","[  2.0623398  -38.295513    -2.9953475   17.668324    -0.49863768
  -1.4252534    2.990438     0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.2852399   0.72313195 -0.05743224  2.5418272   0.26197323  2.0981944
 -2.9614074   1.        ]","[-0.01985957  0.08217754  0.01229239  0.13329881  0.01825026  0.00982706
  0.01030643  0.        ]",9.0,270,0,270,0
271,"[ 0.2824211   0.74173796 -0.05488388  2.5719874   0.26505947  2.0973713
 -2.959474    1.        ]","[ 2.2186575e+00 -4.1907646e+01 -3.1459465e+00  1.9004450e+01
 -1.9893780e-01 -4.9305364e-01 -4.0605621e-04  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.2843521   0.7277243  -0.05683015  2.548851    0.26288405  2.097527
 -2.9611123   1.        ]","[-0.01585342  0.08200634  0.01075156  0.12542348  0.0162643  -0.01191574
  0.00527306  0.        ]",9.033334,271,0,271,0
272,"[ 0.2823561   0.74315244 -0.0547935   2.5745678   0.26504925  2.0973718
 -2.9591954   1.        ]","[ 1.5151575e+00 -4.0701645e+01 -2.9740465e+00  1.9720701e+01
 -5.5687804e-02 -9.1305363e-01 -4.0605621e-04  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.28408557  0.72938484 -0.0565828   2.5516217   0.2632196   2.097408
 -2.9609435   1.        ]","[-0.01438107  0.08091064  0.01133365  0.13031988  0.01653823 -0.01075156
  0.00630028  0.        ]",9.066667,272,0,272,0
273,"[ 0.28218448  0.7449587  -0.05460219  2.5779698   0.26522568  2.097543
 -2.9586215   1.        ]","[-1.14478035e+01 -2.66388073e+01  6.95387411e+00  2.83630085e+01
  7.44433689e+00 -1.05528831e+00  1.87902362e-03  0.00000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.28353333  0.7332773  -0.05599605  2.5584154   0.26391757  2.097226
 -2.960464    1.        ]","[-0.0117103   0.08111608  0.01222391  0.14120841  0.0148262  -0.00410888
  0.00979282  0.        ]",9.1,273,0,273,0
274,"[ 0.28193706  0.74593824 -0.05418976  2.579699    0.26573044  2.097643
 -2.9587433   1.        ]","[ 3.4965941e-01 -3.8849129e+01 -3.7024162e+00  1.6770023e+01
 -2.4424555e-02 -1.4784266e+00  2.2119201e-04  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.28335884  0.73450834 -0.05584073  2.5603023   0.26409397  2.0971856
 -2.9603145   1.        ]","[-0.01109397  0.07745233  0.01105973  0.1304911   0.01270328 -0.00325286
  0.0096901   0.        ]",9.133333,274,0,274,0
275,"[ 0.28155267  0.7482394  -0.05375029  2.5836127   0.26622704  2.098226
 -2.9583232   1.        ]","[ -9.705213   -29.416767    -0.71679205  28.72822      0.3225955
  -0.8557979    2.6111097    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.28277403  0.7388687  -0.05534411  2.5674984   0.2645791   2.097176
 -2.9597604   1.        ]","[-0.01119669  0.08474559  0.00972434  0.1369968   0.00941618 -0.00034241
  0.01058036  0.        ]",9.166667,275,0,275,0
276,"[ 0.28079897  0.7503819  -0.05270795  2.5875392   0.26768327  2.098961
 -2.9581928   1.        ]","[ -0.18853636 -40.95119     -0.41844806  19.558708     0.3835641
  -1.3713093   -0.93051946   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.28263405  0.7400863  -0.05521372  2.5694716   0.2647018   2.0971837
 -2.9595761   1.        ]","[-0.00948466  0.07635663  0.00835472  0.12285542  0.00756718  0.00013696
  0.01013523  0.        ]",9.2,276,0,276,0
277,"[ 0.28017724  0.75245965 -0.05190711  2.591244    0.26889881  2.099923
 -2.9576185   1.        ]","[-2.1283127e-01 -4.0315460e+01 -4.3906027e-01  1.8309507e+01
  3.9291707e-01 -1.2569525e+00  1.1400805e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.28234068  0.742625   -0.05480146  2.5739815   0.26515818  2.0974293
 -2.9591908   1.        ]","[-0.00722478  0.06272886  0.00924497  0.10871404  0.00989555  0.00451976
  0.0095189   0.        ]",9.233334,277,0,277,0
278,"[ 0.27995417  0.7536718  -0.05162182  2.593453    0.2692539   2.1003568
 -2.95729     1.        ]","[  0.3305416  -27.341536     7.5810995   29.031374     7.2494273
  -0.75829333   3.0516489    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.2821585   0.7440382  -0.05450426  2.576543    0.26549757  2.0976632
 -2.9589665   1.        ]","[-0.00808079  0.06683774  0.01222391  0.12025314  0.01383322  0.00845744
  0.01040915  0.        ]",9.266666,278,0,278,0
279,"[ 0.2794218   0.75519437 -0.0510046   2.5978076   0.27033603  2.1007118
 -2.9561129   1.        ]","[ 3.9769658e-01 -3.9847469e+01 -3.4861925e+00  1.7639084e+01
 -8.2793379e-01 -2.4435854e+00  1.3869783e-04  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.28170982  0.7466134  -0.05381013  2.5811126   0.26635468  2.0981789
 -2.9586349   1.        ]","[-0.01064884  0.06635837  0.01674367  0.11860958  0.02027046  0.01239511
  0.00914225  0.        ]",9.3,279,0,279,0
280,"[ 0.2791949   0.7558294  -0.05065798  2.600322    0.27085406  2.1012204
 -2.955477    1.        ]","[-1.1780544e+01 -2.8179680e+01  7.8180442e+00  2.8941624e+01
  6.6780057e+00  1.3020028e+00  3.1404372e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.28135893  0.74810326 -0.0533461   2.5837202   0.2669817   2.098593
 -2.9584007   1.        ]","[-0.01311417  0.06255765  0.0182845   0.11220659  0.02413965  0.01475772
  0.00879985  0.        ]",9.333333,280,0,280,0
281,"[ 0.2786193   0.7573386  -0.04999598  2.6038976   0.2719137   2.1018317
 -2.954597    1.        ]","[  1.0455991  -38.9125      -2.5476933   18.794075    -0.8984646
  -1.5434846   -0.26307258   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.28077024  0.7503448  -0.05267306  2.587605    0.26790398  2.0992336
 -2.9579983   1.        ]","[-0.01503164  0.05728459  0.01739425  0.1021056   0.02441358  0.01650399
  0.01020371  0.        ]",9.366667,281,0,281,0
282,"[ 0.2782759   0.75658756 -0.04972982  2.6066551   0.27308148  2.100217
 -2.9527178   1.        ]","[  1.3266386  -39.424637    -2.4111385   19.139778    -0.7717342
  -1.4652133    0.08607917   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.28050756  0.75127476 -0.05239503  2.5894191   0.26832968  2.0995116
 -2.9577317   1.        ]","[-0.01417563  0.05255939  0.01533981  0.09474386  0.02239338  0.01530557
  0.01133365  0.        ]",9.4,282,0,282,0
283,"[ 0.27828524  0.7570743  -0.04965318  2.6105294   0.2732965   2.1004307
 -2.9511135   1.        ]","[-10.427759 -28.653587   8.403927  28.9586     6.971366   2.124579
   3.818498   0.      ]",[0. 0. 0. 0. 0. 0.],"[ 0.2800301   0.75292    -0.05182746  2.5932617   0.2692021   2.1000657
 -2.9569952   1.        ]","[-0.01229239  0.04269808  0.01383322  0.09508626  0.02181129  0.01383322
  0.0171888   0.        ]",9.433333,283,0,283,0
284,"[ 0.276741    0.7572704  -0.04813568  2.6138651   0.2772632   2.100043
 -2.9469514   1.        ]","[ 4.0760201e-01 -3.8904888e+01 -2.1365647e+00  2.0335892e+01
  1.8607165e-01 -1.8986611e-01 -3.7146199e-02  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.2796006   0.7542181  -0.05123496  2.597039    0.2701551   2.1003745
 -2.9559886   1.        ]","[-0.01105973  0.03492546  0.01458651  0.09655862  0.02355756  0.00982706
  0.02372877  0.        ]",9.466666,284,0,284,0
285,"[ 0.27601752  0.75787705 -0.04741409  2.6154468   0.2790698   2.1003537
 -2.9447796   1.        ]","[-11.295257   -30.792479     7.8548207   32.983772     7.19565
  -0.20591849   3.007309     0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.27918833  0.7552267  -0.05069615  2.600826    0.27115604  2.100382
 -2.954608    1.        ]","[-0.01198423  0.03088506  0.01605886  0.108851    0.02900182  0.00225988
  0.03711686  0.        ]",9.5,285,0,285,0
286,"[ 0.27564842  0.7577385  -0.04702654  2.6165326   0.2803818   2.1008387
 -2.9423816   1.        ]","[ 4.3207371e-01 -4.0670891e+01 -2.3065407e+00  2.9149632e+01
  5.1375663e-01 -2.2180037e-01  3.2008018e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.2786917   0.7558537  -0.05014008  2.604918    0.27242157  2.1003764
 -2.952823    1.        ]","[-1.31826475e-02  2.18112897e-02  1.55110108e-02  1.15288243e-01
  3.32134217e-02 -3.42406420e-05  4.76287343e-02  0.00000000e+00]",9.533334,286,0,286,0
287,"[ 0.27528313  0.7602521  -0.04629546  2.6219084   0.28170577  2.1013398
 -2.9399643   1.        ]","[-10.924851  -28.214045    8.265416   28.49439     8.353607   -0.8156329
   2.988849    0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.27747604  0.75662833 -0.04893015  2.6101239   0.27546078  2.100361
 -2.949128    1.        ]","[-0.02413965  0.01588766  0.02461902  0.11090544  0.06060594 -0.00034241
  0.07519245  0.        ]",9.566667,287,0,287,0
288,"[ 0.27532792  0.7591745  -0.0460529   2.626674    0.28404143  2.0980458
 -2.9329271   1.        ]","[  3.2393982 -38.999588   -4.0048676  14.218754   -1.2200252  -2.1248653
  -1.4793046   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.27700433  0.7569275  -0.04849489  2.6116579   0.2765077   2.100361
 -2.9478738   1.        ]","[-0.02554352  0.01643551  0.02502991  0.09837337  0.06101682 -0.00010272
  0.07546638  0.        ]",9.6,288,0,288,0
289,"[ 0.27579877  0.7595619  -0.04614553  2.6301003   0.2840533   2.096888
 -2.930815    1.        ]","[ -8.868825   -28.291115     8.043816    28.435938     7.6632915
  -1.0546633    0.30076036   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.27634087  0.7576561  -0.04780076  2.6146798   0.27830437  2.1004395
 -2.945201    1.        ]","[-0.01831874  0.0170176   0.01835298  0.0746446   0.04632759  0.00140387
  0.06488602  0.        ]",9.633333,289,0,289,0
290,"[ 0.27583393  0.7601711  -0.04593624  2.632179    0.28461152  2.09671
 -2.9291768   1.        ]","[ -8.865487   -30.235434     8.3707075   31.141937     7.839864
  -0.45390072   0.24992026   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.2760475   0.7582352  -0.04739617  2.6169674   0.2794798   2.1003208
 -2.94304     1.        ]","[-0.01465499  0.02205097  0.0168464   0.08659458  0.04711512 -0.00071905
  0.07803442  0.        ]",9.666667,290,0,290,0
291,"[ 0.27497324  0.75999147 -0.04510025  2.633654    0.28797168  2.0965486
 -2.9227993   1.        ]","[  1.9330273 -41.632874   -2.8495142  17.458172   -1.045288    0.2798956
  -1.4609044   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.27570045  0.75880855 -0.04678641  2.6211934   0.2814663   2.0994866
 -2.9387064   1.        ]","[-0.00975858  0.01722304  0.01551101  0.10450244  0.05043647 -0.0170176
  0.10552966  0.        ]",9.7,291,0,291,0
292,"[ 0.27578282  0.760592   -0.04534613  2.636665    0.28754818  2.0960739
 -2.920545    1.        ]","[ -3.098674  -39.25988     7.792173   28.574537    6.995357   -3.9549527
   3.1982417   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.27566785  0.7588737  -0.04665219  2.6227026   0.28197443  2.0991645
 -2.93732     1.        ]","[-0.00677965  0.01140213  0.01328537  0.10241376  0.04454708 -0.02064711
  0.10213984  0.        ]",9.733334,292,0,292,0
293,"[ 0.27595398  0.7610811  -0.04527946  2.6381974   0.28790542  2.0960362
 -2.9186516   1.        ]","[ -0.16616401 -34.64055     -0.5992139   17.88589      0.42394918
  -1.1927897   -0.11203122   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.27562568  0.7592016  -0.04627061  2.6265528   0.28346622  2.0983016
 -2.9332666   1.        ]","[-0.0010957   0.00674541  0.0084232   0.08967625  0.03345311 -0.01975685
  0.09128556  0.        ]",9.766666,293,0,293,0
