,action,observation.effort,observation.force_torque,observation.state,observation.qvel,timestamp,frame_index,episode_index,index,task_index,next.done
421,"[ 0.028684    0.6930187  -0.00361033  2.3244023   0.58560324  1.9996897
 -2.1440308   1.        ]","[ -2.852078   -40.588364     1.0472873   18.984495     3.862497
  -1.061304    -0.85001945   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.02680823  0.68318135 -0.00271515  2.3127904   0.58919436  1.9974213
 -2.1473756   1.        ]","[ 0.01537405  0.08176666 -0.00232836  0.09772279 -0.01807906  0.00616332
  0.03359007  0.        ]",14.033334,421,24,9197,0,False
422,"[ 0.02947626  0.6974496  -0.00388103  2.330666    0.5838427   2.0009902
 -2.142826    1.        ]","[ -2.3085806  -39.44607      0.48522088  21.769747     3.6988876
  -1.0782695   -0.22373521   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.02726459  0.6857374  -0.00288197  2.3156533   0.58828545  1.9979928
 -2.1467295   1.        ]","[ 0.01277176  0.06923458 -0.00332134  0.07878772 -0.02270155  0.01359353
  0.01893508  0.        ]",14.066667,422,24,9198,0,False
423,"[ 0.02985438  0.6985887  -0.00404846  2.332025    0.58310527  2.0012982
 -2.1425838   1.        ]","[ -2.8080287  -40.702824     1.7506295   19.342598     3.4761522
  -1.0418777   -0.38491857   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.02749085  0.6869051  -0.00297784  2.3171988   0.587854    1.9982976
 -2.146277    1.        ]","[ 0.01338809  0.07101509 -0.00482793  0.08375261 -0.0254408   0.01677791
  0.02119496  0.        ]",14.1,423,24,9199,0,False
424,"[ 0.03026216  0.7014827  -0.00385829  2.3359585   0.58269346  2.0019937
 -2.1420207   1.        ]","[ -2.4147909  -37.92566     -0.49120829  19.632109     3.3933957
  -0.7457934   -0.2332069    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.02822908  0.69160676 -0.00327121  2.323116    0.58634883  1.9994596
 -2.1445894   1.        ]","[ 0.01605886  0.10001691 -0.00643724  0.12744367 -0.0329395   0.02472174
  0.03598692  0.        ]",14.133333,424,24,9200,0,False
425,"[ 0.03055941  0.7026475  -0.00390603  2.3375523   0.5821483   2.002285
 -2.1418855   1.        ]","[ -2.6122959  -40.216698     1.2463121   18.871977     3.8091855
  -0.65354574  -0.65994674   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.02853971  0.6932788  -0.00339777  2.3252425   0.5857295   1.9998565
 -2.1440334   1.        ]","[ 0.01633279  0.09940059 -0.00643724  0.12823121 -0.03376127  0.02403693
  0.03478849  0.        ]",14.166667,425,24,9201,0,False
426,"[ 0.03161918  0.7074412  -0.0041415   2.3441408   0.57956195  2.005203
 -2.1412466   1.        ]","[-2.0667105e+00 -3.9861980e+01 -1.1688919e-01  2.2849260e+01
  3.6795995e+00 -3.7734121e-02  8.8200003e-01  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.02938915  0.6973937  -0.00369689  2.3303604   0.5840651   2.0008671
 -2.142979    1.        ]","[ 0.0139017   0.06896065 -0.00479369  0.08577281 -0.0278034   0.01657247
  0.0170176   0.        ]",14.2,426,24,9202,0,False
427,"[ 0.03194943  0.7095875  -0.00406303  2.3471615   0.57866275  2.0065525
 -2.1415963   1.        ]","[ -2.4808712  -39.66616      1.3868134   19.405003     3.1110222
  -1.0096766   -0.26229683   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.03030379  0.7013245  -0.00384646  2.3358386   0.58242756  2.0023608
 -2.1422694   1.        ]","[ 0.01403866  0.06081138 -0.0021914   0.08279388 -0.02540656  0.02389997
  0.01040915  0.        ]",14.233334,427,24,9203,0,False
428,"[ 0.03230428  0.7119735  -0.00425799  2.350812    0.5770473   2.009036
 -2.141405    1.        ]","[ -2.169102  -38.5938      1.9129448  18.78677     3.0557127  -1.2627583
   3.01341     0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.03058374  0.7026821  -0.00390782  2.3378136   0.58177567  2.0030358
 -2.142064    1.        ]","[ 0.01424411  0.06430393 -0.00263653  0.0892996  -0.02927575  0.0298236
  0.0104434   0.        ]",14.266666,428,24,9204,0,False
429,"[ 0.03231716  0.7130644  -0.00403952  2.3521137   0.57654667  2.0103347
 -2.14231     1.        ]","[-2.3445814e+00 -4.1336979e+01  1.2038769e+00  2.0373407e+01
  3.1944063e+00 -1.4451514e+00  3.2431777e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.0310401   0.70493513 -0.00397493  2.3406801   0.580744    2.004142
 -2.1418858   1.        ]","[ 0.01215543  0.0596472  -0.00208868  0.07714417 -0.02705011  0.02941271
  0.00602635  0.        ]",14.3,429,24,9205,0,False
430,"[ 0.03268576  0.71501905 -0.00407483  2.3547425   0.5750689   2.0127437
 -2.1427135   1.        ]","[ 9.4094334e+00 -3.3224846e+01 -1.0510033e+00  2.2026012e+01
  3.3844290e+00 -1.1919965e+00  4.5050285e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03126828  0.7061719  -0.0039941   2.3422658   0.5801976   2.0047786
 -2.1418245   1.        ]","[ 0.01140213  0.05841454 -0.00136963  0.07224776 -0.025612    0.02917303
  0.00383495  0.        ]",14.333333,430,24,9206,0,False
431,"[ 0.03280393  0.71740544 -0.00338445  2.3575294   0.5743471   2.0162506
 -2.1439326   1.        ]","[-2.1245992e+00 -3.9876171e+01  5.8248061e-01  2.1407610e+01
  3.7708709e+00 -3.9845929e-01  4.1943463e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03167479  0.70855916 -0.00405738  2.3457327   0.57891095  2.0064948
 -2.1417477   1.        ]","[ 0.01058036  0.0605717  -0.00140387  0.08327324 -0.03030297  0.03995883
  0.00225988  0.        ]",14.366667,431,24,9207,0,False
432,"[ 0.03310621  0.71829903 -0.00349166  2.3588052   0.57362664  2.0168533
 -2.1438496   1.        ]","[-5.1122892e-01 -3.0773483e+01  1.5008267e-02  2.9227438e+01
 -3.1529782e+00  2.7556698e+00  3.9409474e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03180517  0.7095256  -0.00407272  2.3471842   0.578374    2.007256
 -2.1417537   1.        ]","[ 0.00958738  0.05988688 -0.00140387  0.08782725 -0.03256285  0.04423891
  0.0012669   0.        ]",14.4,432,24,9208,0,False
433,"[ 0.0335056   0.71980447 -0.0034633   2.360943    0.5728002   2.0175986
 -2.1443985   1.        ]","[ 1.6548432e+00 -4.0759060e+01  1.0333236e+00  2.0276312e+01
 -3.2921109e+00 -1.5035063e+00  3.0026557e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03224428  0.71257436 -0.00409765  2.3513854   0.5766387   2.010349
 -2.1422195   1.        ]","[ 0.00667693  0.04725209 -0.00034241  0.06286582 -0.02646802  0.0479369
 -0.00801231  0.        ]",14.433333,433,24,9209,0,False
434,"[ 0.03373877  0.72106653 -0.00337818  2.362823    0.57234794  2.0186076
 -2.1445239   1.        ]","[ 1.7487795e+00 -4.1848927e+01  8.5674763e-01  1.9290274e+01
  4.0814137e+00 -1.2272649e+00  3.1103636e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03229797  0.7130556  -0.00409765  2.3520508   0.5763722   2.0108898
 -2.1423652   1.        ]","[ 0.0062318   0.04543733 -0.00023968  0.06139347 -0.02609137  0.04872444
 -0.00962162  0.        ]",14.466666,434,24,9210,0,False
435,"[ 0.03460529  0.72236717 -0.00346805  2.3646474   0.5716881   2.0189621
 -2.1438107   1.        ]","[ -2.080438  -39.761154   -0.6246386  20.682983    3.4188635  -0.5174676
  -3.2674446   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.03259517  0.7151802  -0.00398643  2.3548598   0.57526004  2.0132866
 -2.1429596   1.        ]","[ 0.00674541  0.04937501  0.00198596  0.06563931 -0.02615985  0.05659978
 -0.01420987  0.        ]",14.5,435,24,9211,0,False
436,"[ 0.03488672  0.72411746 -0.00359198  2.3677058   0.57064795  2.0205772
 -2.1438377   1.        ]","[  9.793305  -30.576412   -1.9918203  30.488958   -4.093112    2.1669054
  -3.5906858   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.03281568  0.71645147 -0.00394041  2.3564496   0.5746465   2.0144792
 -2.1432855   1.        ]","[ 0.00828624  0.05279907  0.00260229  0.06995364 -0.02735827  0.05499047
 -0.01414139  0.        ]",14.533334,436,24,9212,0,False
437,"[ 0.03531453  0.72652787 -0.0034078   2.371372    0.5701316   2.021874
 -2.1432855   1.        ]","[-1.8795860e+00 -3.9109844e+01  3.3536408e+00  1.9956381e+01
  3.6143296e+00 -1.0017613e+00  2.0282373e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03354049  0.7192951  -0.00373524  2.3604608   0.5731911   2.016878
 -2.1437209   1.        ]","[ 0.01208695  0.04749177  0.00349255  0.06718014 -0.02437934  0.03876041
 -0.00667693  0.        ]",14.566667,437,24,9213,0,False
438,"[ 0.03603725  0.72846705 -0.00333209  2.3737304   0.56943196  2.0218775
 -2.143434    1.        ]","[ 1.0025221e+01 -3.8289600e+01 -2.0258634e+00  2.0883663e+01
  3.6501007e+00 -1.0290234e+00  4.1287458e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03382811  0.7200736  -0.00368347  2.3616478   0.5727712   2.0174608
 -2.1437497   1.        ]","[ 0.01465499  0.04790266  0.00352679  0.06947426 -0.02506415  0.03745926
 -0.00424584  0.        ]",14.6,438,24,9214,0,False
439,"[ 0.0361187   0.72904664 -0.00330916  2.3746517   0.56919307  2.022408
 -2.143355    1.        ]","[ 9.1238394e+00 -4.0708286e+01 -6.9977909e-01  2.0930805e+01
 -3.4970744e+00  1.9867909e+00  4.1656778e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03431707  0.7218108  -0.00359527  2.3641348   0.571916    2.018713
 -2.1437843   1.        ]","[ 0.01386746  0.04492372  0.00249957  0.06560507 -0.02277003  0.03276829
 -0.00112994  0.        ]",14.633333,439,24,9215,0,False
440,"[ 0.03636851  0.73008245 -0.00321299  2.375825    0.568873    2.0233471
 -2.1432981   1.        ]","[-2.6262531e+00 -4.0877415e+01  1.3838049e+00  2.0711683e+01
  3.5204289e+00 -1.1429342e+00  3.2349646e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03454333  0.7228712  -0.00356651  2.3656495   0.5715076   2.0194283
 -2.1437843   1.        ]","[ 0.01068308  0.04324593  0.00167779  0.06320823 -0.01972261  0.03054265
 -0.00044513  0.        ]",14.666667,440,24,9216,0,False
441,"[ 0.03649929  0.73188907 -0.00309901  2.3786407   0.56854427  2.0244079
 -2.1431854   1.        ]","[-2.0625839e+00 -3.9216789e+01  3.2995078e-01  1.9336878e+01
  3.0708268e+00 -1.2520025e+00  3.7053439e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03499969  0.72482896 -0.00350898  2.3687444   0.5707789   2.0205557
 -2.1437037   1.        ]","[ 0.01068308  0.04769722  0.00136963  0.07461036 -0.01801058  0.02848822
  0.00143811  0.        ]",14.7,441,24,9217,0,False
442,"[ 0.0366673   0.7328579  -0.00281775  2.3794825   0.56883496  2.0243456
 -2.1431599   1.        ]","[-2.3213358e+00 -3.9951744e+01  1.9008212e-01  1.8954397e+01
  3.0778806e+00 -9.2715430e-01  3.7056920e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03521637  0.7256362  -0.00347638  2.369897    0.57048935  2.020872
 -2.14365     1.        ]","[ 0.01112821  0.04622487  0.00147235  0.0707754  -0.01698336  0.02277003
  0.00239685  0.        ]",14.733334,442,24,9218,0,False
443,"[ 0.03704467  0.73446035 -0.00284165  2.3815973   0.5684815   2.0247068
 -2.1423807   1.        ]","[-5.6549031e-01 -3.9779198e+01 -6.9854809e-03  2.1421532e+01
  3.1100531e+00 -9.2174339e-01  3.8141552e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03561904  0.72744435 -0.00340735  2.3722572   0.56983167  2.0218155
 -2.1435215   1.        ]","[ 0.00999827  0.04379378  0.00167779  0.05838029 -0.01585342  0.02095527
  0.00301318  0.        ]",14.766666,443,24,9219,0,False
444,"[ 0.03771401  0.7353994  -0.00330461  2.3827808   0.56742054  2.0244665
 -2.1417305   1.        ]","[ 1.1792545e+00 -4.0911644e+01  7.4828756e-01  2.0144646e+01
 -3.9165478e+00 -1.0231838e+00  3.4770118e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03582804  0.72838587 -0.00336709  2.3735132   0.5695019   2.0223503
 -2.1434543   1.        ]","[ 0.00996403  0.04632759  0.00184899  0.06094834 -0.01664095  0.02482447
  0.00325286  0.        ]",14.8,444,24,9220,0,False
445,"[ 0.03805893  0.7372381  -0.00309976  2.3849516   0.5674915   2.0238764
 -2.1418738   1.        ]","[ 2.4333169e+00 -4.0943924e+01  1.2644922e+00  1.9988987e+01
  2.9109309e+00 -1.2050200e+00  3.4060876e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03617127  0.7300349  -0.00321177  2.3757067   0.5691855   2.0231423
 -2.143345    1.        ]","[ 0.00893681  0.04297201  0.00332134  0.05725035 -0.01037491  0.0212292
  0.00284197  0.        ]",14.833333,445,24,9221,0,False
446,"[ 0.03824506  0.7382477  -0.00311214  2.3864524   0.56730753  2.0239124
 -2.1415114   1.        ]","[-1.4226460e+00 -4.0036022e+01  1.9159244e+00  2.0133360e+01
  2.9393518e+00 -1.2464933e+00  3.1958197e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03662571  0.731914   -0.00314274  2.3782377   0.56868505  2.0236754
 -2.1428945   1.        ]","[ 0.0104434   0.04588246  0.00249957  0.06170164 -0.01071732  0.01448379
  0.00890257  0.        ]",14.866667,446,24,9222,0,False
447,"[ 0.03870517  0.7398179  -0.00303946  2.388357    0.5671952   2.0234876
 -2.1408043   1.        ]","[ 10.29918   -31.083992   -0.6415639  28.878021   -4.10767     1.9328423
   2.7072172   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.0368884   0.7327961  -0.00314274  2.3793595   0.5683859   2.023804
 -2.1426394   1.        ]","[ 0.01201847  0.04632759  0.00089026  0.06122227 -0.01379898  0.01027219
  0.01205271  0.        ]",14.9,447,24,9223,0,False
448,"[ 0.0391586   0.7413676  -0.00306128  2.390333    0.5670719   2.0233154
 -2.1398218   1.        ]","[-1.4090651e+00 -4.0681969e+01  6.2821460e-01  2.1493895e+01
  3.0821881e+00 -8.2577527e-01  3.3412273e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03737161  0.73461384 -0.00314274  2.3815684   0.5679679   2.0238862
 -2.1422234   1.        ]","[ 1.1299412e-02  4.2218711e-02 -7.6637602e-17  5.0367985e-02
 -1.0409155e-02  2.6707700e-03  9.9297864e-03  0.0000000e+00]",14.933333,448,24,9224,0,False
449,"[ 0.03953439  0.74337626 -0.00293315  2.392951    0.5670086   2.0239117
 -2.1390345   1.        ]","[-1.2724257e+00 -4.1849766e+01  2.4223411e+00  1.9554522e+01
  1.2328472e+00 -1.0472785e+00  2.8105772e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03759404  0.7355649  -0.00314274  2.382805    0.56780493  2.0238862
 -2.1420085   1.        ]","[ 1.0751562e-02  4.4273149e-02 -7.6637602e-17  5.4202937e-02
 -8.3889570e-03  7.8753475e-04  9.6216202e-03  0.0000000e+00]",14.966666,449,24,9225,0,False
450,"[ 0.03983986  0.7451274  -0.00259286  2.395037    0.56712264  2.024574
 -2.1388884   1.        ]","[ 10.202098   -32.05378     -0.7978026   28.012218     1.0002798
  -0.629316     0.18527116   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.03813093  0.7376242  -0.00314274  2.385595    0.5675154   2.0238307
 -2.141462    1.        ]","[ 1.20527064e-02  4.71836068e-02 -7.66376022e-17  6.19755648e-02
 -6.74540643e-03 -9.92978690e-04  1.21211875e-02  0.00000000e+00]",15.0,450,24,9226,0,False
451,"[ 4.0074103e-02  7.4645340e-01 -2.3663410e-03  2.3966720e+00
  5.6738251e-01  2.0244448e+00 -2.1384542e+00  1.0000000e+00]","[  9.948627   -39.8194      -0.9572953   21.438667     0.9764537
  -0.60531837   0.51062626   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.03845498  0.7387901  -0.00313891  2.3870237   0.5673869   2.0237138
 -2.141023    1.        ]","[ 1.1299412e-02  4.0746365e-02  6.8481284e-05  5.3244200e-02
 -5.0333743e-03 -3.0131766e-03  1.3319610e-02  0.0000000e+00]",15.033334,451,24,9227,0,False
452,"[ 0.04055385  0.7476612  -0.00250707  2.3981993   0.566738    2.0247889
 -2.1379285   1.        ]","[  2.7528162 -40.709908    1.3848715  19.877625    1.1748937  -0.9061882
   0.5235978   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.03879629  0.74016106 -0.00311973  2.3888798   0.5672565   2.023664
 -2.1403959   1.        ]","[ 0.00986131  0.03776743  0.00037665  0.04975165 -0.00386919 -0.00225988
  0.01681216  0.        ]",15.066667,452,24,9228,0,False
453,"[ 4.0918451e-02  7.4857080e-01 -2.0507309e-03  2.3986464e+00
  5.6664550e-01  2.0255191e+00 -2.1388674e+00  1.0000000e+00]","[ -1.3045361  -40.81792     -0.28708977  20.404022     1.0439895
  -0.68648803   3.6187654    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.0390935   0.7415474  -0.00306413  2.3905575   0.5671626   2.0236678
 -2.1398091   1.        ]","[ 0.00975858  0.04430739  0.00130114  0.05574377 -0.00332134 -0.00030817
  0.01914052  0.        ]",15.1,453,24,9229,0,False
454,"[ 4.0862713e-02  7.4928367e-01 -1.8289878e-03  2.3993120e+00
  5.6702727e-01  2.0256717e+00 -2.1386492e+00  1.0000000e+00]","[ -2.2302656  -33.12424     -0.69504505  29.863579     1.006014
  -0.7116746    3.3840292    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.03935236  0.7428206  -0.00294908  2.3920858   0.5671261   2.0238402
 -2.1394258   1.        ]","[ 0.00838896  0.04013003  0.00284197  0.04923804 -0.00188324  0.00315014
  0.01420987  0.        ]",15.133333,454,24,9230,0,False
455,"[ 4.0943306e-02  7.4986476e-01 -1.7289537e-03  2.4000189e+00
  5.6706423e-01  2.0259817e+00 -2.1384590e+00  1.0000000e+00]","[  2.3171413 -41.05858     1.2423772  21.282122    1.178873   -0.8590302
   0.0665518   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.03947699  0.7434802  -0.00287813  2.3929026   0.5671204   2.0239687
 -2.1392436   1.        ]","[ 0.00684813  0.03451457  0.00332134  0.0418763  -0.00075329  0.00537578
  0.01010099  0.        ]",15.166667,455,24,9231,0,False
456,"[ 4.1207891e-02  7.5072908e-01 -1.4256831e-03  2.4008410e+00
  5.6721097e-01  2.0264363e+00 -2.1383884e+00  1.0000000e+00]","[ -3.441065   -39.433937    -1.1604677   19.571304     0.9587212
  -0.8769154   -0.26951596   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.03990651  0.7451887  -0.00270172  2.3951728   0.56701297  2.0243292
 -2.1387718   1.        ]","[ 0.00897105  0.0382468   0.00390343  0.04930653 -0.00195172  0.00770414
  0.0104434   0.        ]",15.2,456,24,9232,0,False
457,"[ 4.1572332e-02  7.5276375e-01 -6.7233486e-04  2.4028442e+00
  5.6756556e-01  2.0288565e+00 -2.1379170e+00  1.0000000e+00]","[-2.9032187e+00 -4.0477032e+01  5.0681275e-01  2.0139898e+01
  1.1257330e+00 -1.0449243e+00  3.7735442e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.04030343  0.7466958  -0.00243711  2.396747    0.5669497   2.02482
 -2.138676    1.        ]","[ 0.01010099  0.03742502  0.00585515  0.04057516 -0.00205444  0.01136789
  0.00373223  0.        ]",15.233334,457,24,9233,0,False
458,"[ 4.1674390e-02  7.5328940e-01 -6.3530885e-04  2.4036305e+00
  5.6742632e-01  2.0290327e+00 -2.1379495e+00  1.0000000e+00]","[ 4.5697808e-01 -4.0279934e+01  4.5724681e-01  2.0424515e+01
  1.0972170e+00 -8.2243067e-01  3.5651915e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 4.0621728e-02  7.4817419e-01 -2.1149761e-03  2.3982275e+00
  5.6694973e-01  2.0254586e+00 -2.1385763e+00  1.0000000e+00]","[ 0.00808079  0.03670597  0.00763566  0.03550754 -0.00013696  0.01492892
  0.00229412  0.        ]",15.266666,458,24,9234,0,False
459,"[ 4.2233311e-02  7.5436378e-01 -3.9314412e-04  2.4046867e+00
  5.6713706e-01  2.0298419e+00 -2.1377029e+00  1.0000000e+00]","[ 2.4725974e+00 -4.0329292e+01  1.2811625e+00  2.0171167e+01
  1.1728679e+00 -6.3659269e-01  3.1585416e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 4.0717602e-02  7.4861908e-01 -1.9826703e-03  2.3987434e+00
  5.6694973e-01  2.0257366e+00 -2.1385226e+00  1.0000000e+00]","[8.0807917e-03 3.6705967e-02 8.6971233e-03 3.7835911e-02 1.2529660e-15
 1.7428488e-02 2.9104545e-03 0.0000000e+00]",15.3,459,24,9235,0,False
460,"[ 4.2381812e-02  7.5551760e-01  2.3821623e-05  2.4060500e+00
  5.6752044e-01  2.0302761e+00 -2.1372232e+00  1.0000000e+00]","[-2.5457559e+00 -3.9652100e+01 -5.9355265e-01  2.0694527e+01
  1.0022892e+00 -4.4879934e-01  4.3697008e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 4.1147117e-02  7.5067461e-01 -1.3978400e-03  2.4008353e+00
  5.6698805e-01  2.0271959e+00 -2.1382675e+00  1.0000000e+00]","[0.00883409 0.04204751 0.01191574 0.04293777 0.00068481 0.02948119
 0.00523882 0.        ]",15.333333,460,24,9236,0,False
461,"[ 4.2740621e-02  7.5716108e-01  5.3612760e-04  2.4078927e+00
  5.6753474e-01  2.0320768e+00 -2.1370590e+00  1.0000000e+00]","[-3.3107312e+00 -3.1781551e+01  9.3049974e+00  2.8749947e+01
  9.4670206e-01  2.0493720e+00  3.9332164e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 4.1476924e-02  7.5193435e-01 -1.0335195e-03  2.4021659e+00
  5.6703794e-01  2.0281200e+00 -2.1381450e+00  1.0000000e+00]","[0.00986131 0.04023276 0.01160758 0.04225295 0.00157507 0.02989208
 0.00431432 0.        ]",15.366667,461,24,9237,0,False
462,"[ 4.2770877e-02  7.5764728e-01  7.3764171e-04  2.4084256e+00
  5.6770182e-01  2.0325136e+00 -2.1369901e+00  1.0000000e+00]","[ 8.5973167e+00 -3.1571554e+01 -1.7465798e+00  2.9138559e+01
  8.5328722e-01 -1.0404037e+00  4.1044313e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 4.1816317e-02  7.5326896e-01 -6.4810686e-04  2.4035389e+00
  5.6717408e-01  2.0289810e+00 -2.1378784e+00  1.0000000e+00]","[0.00814927 0.03143291 0.00924497 0.03304222 0.00277349 0.02095527
 0.00558122 0.        ]",15.4,462,24,9238,0,False
463,"[ 4.2802904e-02  7.5825530e-01  8.8732247e-04  2.4092410e+00
  5.6785989e-01  2.0327871e+00 -2.1367669e+00  1.0000000e+00]","[ 4.4479408e+00 -4.0369522e+01  2.1670423e+00  1.9753119e+01
  1.2792811e+00 -1.2134814e+00  3.4024585e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 4.1931365e-02  7.5377512e-01 -4.7361656e-04  2.4041679e+00
  5.6724691e-01  2.0293646e+00 -2.1377518e+00  1.0000000e+00]","[0.00753294 0.03002904 0.00941618 0.03359007 0.00366375 0.02071559
 0.00674541 0.        ]",15.433333,463,24,9239,0,False
464,"[ 4.3401595e-02  7.5951201e-01  9.4903150e-04  2.4105957e+00
  5.6710184e-01  2.0339904e+00 -2.1366858e+00  1.0000000e+00]","[-8.8911891e-01 -4.0449375e+01 -1.1047022e+00  2.0702351e+01
  1.0555730e+00  1.8328909e+00  3.6736729e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 4.2226657e-02  7.5514424e-01 -7.0946611e-05  2.4056635e+00
  5.6735235e-01  2.0304306e+00 -2.1374815e+00  1.0000000e+00]","[0.0073275  0.03348735 0.01030643 0.03793863 0.00318438 0.02588593
 0.00708781 0.        ]",15.466666,464,24,9240,0,False
465,"[ 4.3467090e-02  7.6084995e-01  1.2457502e-03  2.4121451e+00
  5.6720972e-01  2.0351450e+00 -2.1363277e+00  1.0000000e+00]","[ 2.6960375e+00 -4.0948059e+01  1.4292667e+00  2.0512268e+01
  1.2194060e+00 -6.8319130e-01  3.5476389e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 4.2401146e-02  7.5607610e-01  1.9558256e-04  2.4066355e+00
  5.6745785e-01  2.0311248e+00 -2.1372859e+00  1.0000000e+00]","[0.00664268 0.03276829 0.00941618 0.03554179 0.00304742 0.02485871
 0.0065742  0.        ]",15.5,465,24,9241,0,False
466,"[ 4.3887869e-02  7.6158297e-01  1.2004600e-03  2.4127884e+00
  5.6653929e-01  2.0355451e+00 -2.1366644e+00  1.0000000e+00]","[ 9.7888803e+00 -3.2233501e+01 -1.3717002e+00  2.8185846e+01
  9.6988285e-01  2.6589832e+00  3.9189807e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 4.2613987e-02  7.5729948e-01  5.1963597e-04  2.4080775e+00
  5.6754220e-01  2.0320318e+00 -2.1370480e+00  1.0000000e+00]","[0.00595787 0.03379551 0.00910801 0.03889737 0.00304742 0.02499567
 0.00684813 0.        ]",15.533334,466,24,9242,0,False
467,"[ 4.3920286e-02  7.6280338e-01  1.4947634e-03  2.4140880e+00
  5.6672585e-01  2.0362158e+00 -2.1368077e+00  1.0000000e+00]","[ 2.2241530e+00 -4.0658813e+01  1.2262260e+00  2.0334515e+01
  1.1711516e+00 -2.5863418e-01  3.5114307e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 4.2759713e-02  7.5785172e-01  6.3468458e-04  2.4086950e+00
  5.6754220e-01  2.0324938e+00 -2.1369560e+00  1.0000000e+00]","[0.006403   0.03170684 0.00784111 0.03677445 0.00150659 0.02444782
 0.00588939 0.        ]",15.566667,467,24,9243,0,False
468,"[ 4.3962386e-02  7.6343495e-01  1.6770486e-03  2.4147272e+00
  5.6670088e-01  2.0367291e+00 -2.1372571e+00  1.0000000e+00]","[-2.8057384e-01 -4.0503906e+01  2.5480634e-01  2.0533941e+01
  1.1134945e+00 -7.5582916e-01  3.6851761e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 4.3078016e-02  7.5906545e-01  8.7245158e-04  2.4100487e+00
  5.6753838e-01  2.0336022e+00 -2.1367490e+00  1.0000000e+00]","[ 7.1562943e-03  2.7803402e-02  5.3757811e-03  3.0268729e-02
 -6.8481284e-05  2.4482060e-02  4.6567274e-03  0.0000000e+00]",15.6,468,24,9244,0,False
