,action,observation.effort,observation.state,observation.qvel,timestamp,frame_index,episode_index,index,task_index
305,"[-0.80664814 -0.4162815   0.52342576  1.1794432   0.17159145  1.305647
 -0.4041717   1.        ]","[  4.51323    -17.521908    -1.1027294   21.745428    -0.02571942
  -2.7259243    1.7972119    0.        ]","[-0.78718716 -0.44476432  0.5470386   1.1709163   0.19256252  1.3137567
 -0.36618423  1.        ]","[-0.09772279  0.16028045 -0.09553139  0.07697296 -0.10669384 -0.05208002
 -0.15901354  0.        ]",10.166667,305,124,74705,0
306,"[-0.8079021  -0.41363898  0.5210004   1.1802605   0.16916499  1.3049806
 -0.41007337  1.        ]","[  1.9996984  -11.4952      -5.263919    23.528166    -0.43571985
  -2.998828    -0.13197763   0.        ]","[-0.7936874  -0.43550673  0.53978294  1.1741645   0.18614282  1.3109611
 -0.37685114  1.        ]","[-0.11607578  0.16531383 -0.1295666   0.05800365 -0.11463767 -0.04992286
 -0.1904807   0.        ]",10.2,306,124,74706,0
307,"[-0.8088456  -0.4117941   0.51869524  1.1806211   0.16699196  1.3045471
 -0.41583848  1.        ]","[ 3.34489512e+00 -1.43152075e+01 -2.63169074e+00  2.27428780e+01
  2.15878114e-02 -2.07581425e+00 -3.13400209e-01  0.00000000e+00]","[-0.79812443 -0.42926535  0.5343258   1.17599     0.18174988  1.3091049
 -0.38474154  1.        ]","[-0.09693526  0.13651744 -0.11474039  0.04184207 -0.09371664 -0.04102029
 -0.16716282  0.        ]",10.233334,307,124,74707,0
308,"[-0.8107122  -0.41128615  0.5146291   1.1791791   0.16490531  1.3049346
 -0.42195544  1.        ]","[  2.6905     -14.212722    -2.8981636   24.803679     0.51563865
  -3.7397857    0.734343     0.        ]","[-0.8031923  -0.42184472  0.5277642   1.177566    0.17596677  1.3071625
 -0.3958495   1.        ]","[-0.08464286  0.12494411 -0.10970702  0.02705011 -0.09556563 -0.03252861
 -0.18757024  0.        ]",10.266666,308,124,74708,0
309,"[-0.81099343 -0.40962788  0.51346195  1.1801549   0.16336305  1.3046191
 -0.42674813  1.        ]","[  5.8335238  -16.180883     0.6214803   24.977686     0.43241328
  -3.7257888    0.70085746   0.        ]","[-0.80453074 -0.4197815   0.52598286  1.1781855   0.1743139   1.3066525
 -0.39916864  1.        ]","[-0.07745233  0.12015042 -0.10063325  0.03276829 -0.09333999 -0.03050841
 -0.18578973  0.        ]",10.3,309,124,74709,0
310,"[-0.81087846 -0.41146037  0.51130545  1.1774662   0.16254643  1.3057156
 -0.43083698  1.        ]","[  2.781746   -15.311552    -3.3468573   23.91968     -0.70222723
  -3.6447067    0.02601054   0.        ]","[-0.80668217 -0.4158066   0.52274424  1.1794816   0.17093915  1.3056133
 -0.4066027   1.        ]","[-0.04249264  0.07724689 -0.0652969   0.02513263 -0.06543387 -0.02016774
 -0.14689235  0.        ]",10.333333,310,124,74710,0
311,"[-0.8082656  -0.418658    0.5110851   1.1704776   0.16342118  1.309051
 -0.43255877  1.        ]","[ 1.885661 -4.767614 -4.05358  32.179676 -7.252019 -6.190927 -2.760418
  0.      ]","[-0.80762553 -0.41392937  0.52081907  1.179917    0.16905235  1.3051511
 -0.41106275  1.        ]","[-0.03023449  0.0618386  -0.05814061  0.01653823 -0.0587227  -0.01602462
 -0.13939366  0.        ]",10.366667,311,124,74711,0
312,"[-0.8055685  -0.4231555   0.5114002   1.1642394   0.16379999  1.3109308
 -0.43616647  1.        ]","[  1.8853587  -13.298819    -4.1302185   21.999506    -1.1084576
  -3.7785864   -0.66348016   0.        ]","[-0.80889684 -0.41260248  0.5182094   1.1799457   0.16720583  1.3049747
 -0.4160712   1.        ]","[-0.0263653   0.0298236  -0.05512743  0.00154083 -0.04006155 -0.00445128
 -0.10621447  0.        ]",10.4,312,124,74712,0
313,"[-0.8046235  -0.4247445   0.51147765  1.1622887   0.16406146  1.311531
 -0.43713748  1.        ]","[ 2.7105508e+00 -1.3828202e+01 -4.0288129e+00  1.8792915e+01
 -5.6304443e-03 -2.5334716e+00  2.2256619e-01  0.0000000e+00]","[-0.81013745 -0.41135803  0.51474833  1.1796907   0.16465366  1.3049037
 -0.42368358  1.        ]","[-0.01931172  0.01835298 -0.05372357 -0.00458825 -0.03985611 -0.00071905
 -0.11648667  0.        ]",10.433333,313,124,74713,0
314,"[-0.80286044 -0.42953074  0.5104247   1.1568458   0.16519558  1.3125472
 -0.44047073  1.        ]","[ 2.7105508e+00 -1.3828202e+01 -4.0288129e+00  1.8792915e+01
 -5.6304443e-03 -2.5334716e+00  2.2256619e-01  0.0000000e+00]","[-0.81013745 -0.41135803  0.51474833  1.1796907   0.16465366  1.3049037
 -0.42368358  1.        ]","[-0.01931172  0.01835298 -0.05372357 -0.00458825 -0.03985611 -0.00071905
 -0.11648667  0.        ]",10.466666,314,124,74714,0
315,"[-0.80206    -0.43210572  0.50934     1.1542004   0.16572358  1.3128222
 -0.44226938  1.        ]","[ -0.8781673  -14.511538   -11.385398    21.783335     0.22141029
  -3.359235    -0.21145353   0.        ]","[-0.80888915 -0.41672698  0.5117897   1.1719594   0.16358563  1.3081596
 -0.4313765   1.        ]","[ 0.02523535 -0.08796421 -0.02742676 -0.11456919 -0.00585515  0.04838203
 -0.08426622  0.        ]",10.5,315,124,74715,0
316,"[-0.80119514 -0.4349659   0.5081747   1.1512752   0.16647162  1.3130149
 -0.4441243   1.        ]","[-2.4571726  -9.983784   -1.2599472  21.839128   -0.05902838 -3.1656265
  0.83371073  0.        ]","[-0.8071807  -0.42018226  0.51157683  1.1678023   0.16358563  1.3095804
 -0.43396124  1.        ]","[ 0.0417051  -0.08957352 -0.00821775 -0.10991246 -0.00013696  0.03879465
 -0.06878945  0.        ]",10.533334,316,124,74716,0
317,"[-0.8013161  -0.43495077  0.5074496   1.1482667   0.16671237  1.312025
 -0.44564942  1.        ]","[-3.2058537  -9.503596   -4.343546   19.77184    -0.2359271  -2.441026
  0.03710532  0.        ]","[-0.80600333 -0.4223375   0.5115653   1.1652884   0.16365658  1.3104126
 -0.43538594  1.        ]","[ 0.03810984 -0.07101509 -0.00150659 -0.08330748  0.0012669   0.02776916
 -0.05036798  0.        ]",10.566667,317,124,74717,0
318,"[-0.8013759  -0.43582746  0.505763    1.144763    0.1672168   1.3110532
 -0.44796416  1.        ]","[ -2.4851053 -10.039394   -5.632512   21.24465    -1.243698   -3.265187
   0.3344037   0.       ]","[-0.8043467  -0.42621848  0.5110725   1.1606923   0.16431044  1.3115728
 -0.43819886  1.        ]","[ 0.03516514 -0.08026007 -0.00893681 -0.09484658  0.01253207  0.02479023
 -0.05687371  0.        ]",10.6,318,124,74718,0
319,"[-0.8018432  -0.43497527  0.50433624  1.1388758   0.16737032  1.3089007
 -0.45030916  1.        ]","[ -2.6343443  -10.486992    -5.369568    20.731806    -1.0669185
  -3.687076     0.04054677   0.        ]","[-0.80307347 -0.4295127   0.51015216  1.1569724   0.16506208  1.3122898
 -0.44049025  1.        ]","[ 0.0245163  -0.06296854 -0.01749697 -0.07163142  0.01427835  0.0139017
 -0.04519765  0.        ]",10.633333,319,124,74719,0
320,"[-0.80198824 -0.43470162  0.5035392   1.1349868   0.16766632  1.3072237
 -0.45207205  1.        ]","[  9.232983   -20.592289    -3.8332443   19.618525     5.329851
  -2.2160118    0.20816904   0.        ]","[-0.8018712  -0.4332096   0.50852615  1.1523091   0.16603808  1.3125468
 -0.4433588   1.        ]","[ 0.01989381 -0.06105107 -0.02708435 -0.07830835  0.01619582  0.00390343
 -0.04803962  0.        ]",10.666667,320,124,74720,0
321,"[-0.80259645 -0.43290126  0.5023747   1.1299967   0.16778772  1.3037273
 -0.45467013  1.        ]","[-3.2176707 -9.995692  -4.598216  20.110786  -1.7184271 -3.427288
  0.8507102  0.       ]","[-0.8016603  -0.43383852  0.50812924  1.1507636   0.1662816   1.3124356
 -0.44428495  1.        ]","[ 0.01475772 -0.04430739 -0.02283851 -0.07755505  0.01362778 -0.00136963
 -0.04653303  0.        ]",10.7,321,124,74721,0
322,"[-0.8031798  -0.4312873   0.501369    1.1267475   0.16770658  1.3006496
 -0.45665318  1.        ]","[ -1.6632069  -20.596094    -4.671029    20.138704    -0.33297914
  -3.0845332   -0.33767816   0.        ]","[-0.8014743  -0.43499094  0.50656456  1.1462883   0.16687602  1.3113734
 -0.446816    1.        ]","[ 0.00277349 -0.01866115 -0.02629681 -0.07443916  0.00979282 -0.01818178
 -0.04194479  0.        ]",10.733334,322,124,74722,0
323,"[-0.80290836 -0.4320315   0.5006235   1.1244009   0.16812007  1.2987708
 -0.4581214   1.        ]","[-0.8514316  -6.717199   -3.9226892  19.32392    -0.2804999  -2.6226692
  0.37818578  0.        ]","[-0.80151457 -0.43508297  0.5047794   1.1398762   0.16730745  1.3090091
 -0.4498552   1.        ]","[-0.00071905 -0.00099298 -0.02770068 -0.10299585  0.00677965 -0.03828104
 -0.04769722  0.        ]",10.766666,323,124,74723,0
324,"[-0.8027952  -0.4322338   0.5002134   1.122167    0.16840118  1.296649
 -0.45939973  1.        ]","[ -2.2441752  -16.304367    -3.0198789   21.316069    -0.34129602
  -2.7919652    0.47471765   0.        ]","[-0.8016008  -0.43504655  0.5043499   1.1383173   0.16738032  1.3084472
 -0.45053592  1.        ]","[-0.00225988  0.00047937 -0.02831701 -0.10374915  0.00602635 -0.03814407
 -0.04759449  0.        ]",10.8,324,124,74724,0
325,"[-0.8026393  -0.43261182  0.4996725   1.1196675   0.16877575  1.2939171
 -0.46106622  1.        ]","[ -5.1996617  -13.080093    -3.8174798   20.50224     -0.53632075
  -2.8776336    0.4090679    0.        ]","[-0.80215496 -0.43370238  0.50299424  1.1327528   0.16758357  1.3049536
 -0.4533987   1.        ]","[-0.00897105  0.02263306 -0.02098951 -0.08827238  0.00318438 -0.05769548
 -0.04540309  0.        ]",10.833333,325,124,74725,0
326,"[-0.8022581  -0.43341884  0.498916    1.1166048   0.16937521  1.2905341
 -0.4630841   1.        ]","[ 2.9315877e+00 -3.1157832e+00 -1.3463639e+01  1.3139544e+01
 -3.7294612e-04 -6.7294531e+00 -2.8568146e+00  0.0000000e+00]","[-0.80260557 -0.43264776  0.50153697  1.1274087   0.16787885  1.3010324
 -0.4564053   1.        ]","[-0.00804655  0.01883235 -0.02602289 -0.09542867  0.00527306 -0.07002211
 -0.05368933  0.        ]",10.866667,326,124,74726,0
327,"[-0.802158   -0.4334461   0.49872556  1.1150024   0.16961965  1.2888126
 -0.46392146  1.        ]","[-2.2230723 -2.825371  -3.3839056 20.815794  -0.3350012 -3.3343449
  0.2008217  0.       ]","[-0.8026612  -0.43250397  0.50115347  1.1260436   0.16798815  1.2999126
 -0.45717806  1.        ]","[-0.0054785   0.01338809 -0.02424238 -0.08714244  0.00588939 -0.0662214
 -0.04896412  0.        ]",10.9,327,124,74727,0
328,"[-0.8020727  -0.43299925  0.4988463   1.1127161   0.16990304  1.2865176
 -0.46478516  1.        ]","[  1.4033254  -11.024262   -11.840834    14.565457    -0.11058173
  -6.3695307   -2.864175     0.        ]","[-0.8027973  -0.43230456  0.50059545  1.1239899   0.1681684   1.2982367
 -0.45830935  1.        ]","[-0.00325286  0.00558122 -0.01544253 -0.05598345  0.00479369 -0.0459167
 -0.03115899  0.        ]",10.933333,328,124,74728,0
329,"[-0.80182564 -0.43355274  0.49857754  1.11027     0.17045954  1.2838365
 -0.46604827  1.        ]","[ 0.3880305  -8.91992    -3.5283675  19.884668   -0.17731394 -3.2183478
  0.43674576  0.        ]","[-0.8028127  -0.4324177   0.49991858  1.1207762   0.16866694  1.2948256
 -0.46040708  1.        ]","[-0.00013696 -0.00225988 -0.01150486 -0.05505895  0.00866288 -0.0588939
 -0.03612388  0.        ]",10.966666,329,124,74729,0
330,"[-0.8014986  -0.4342086   0.49826342  1.1082186   0.17094965  1.2814742
 -0.46711233  1.        ]","[ 0.3880305  -8.91992    -3.6859424  19.62682    -1.1477201  -3.470348
 -0.20725425  0.        ]","[-0.8027398  -0.43258834  0.49960604  1.1192135   0.1689047   1.2931823
 -0.46134087  1.        ]","[ 0.00130114 -0.0054785  -0.01287448 -0.06481753  0.01037491 -0.06885793
 -0.03992459  0.        ]",11.0,330,124,74730,0
331,"[-0.800808   -0.434863    0.4986558   1.10533     0.17164554  1.2786086
 -0.46786723  1.        ]","[  0.07175379 -19.506124   -13.8877125   20.170198    -0.16870646
  -2.8548071   -0.36689466   0.        ]","[-0.8024944  -0.43293923  0.49915352  1.1165961   0.16929778  1.2904364
 -0.4628538   1.        ]","[ 0.0053073  -0.00845744 -0.01164182 -0.06598172  0.00992979 -0.06920034
 -0.03763046  0.        ]",11.033334,331,124,74731,0
332,"[-0.80030954 -0.43524322  0.49918324  1.1043092   0.17201044  1.2778095
 -0.467828    1.        ]","[ 0.21720588 -8.4902935  -3.7787442  20.255913   -0.18769704 -2.6337583
  0.24999212  0.        ]","[-0.8023314  -0.4329699   0.49895984  1.1144562   0.16958733  1.2882504
 -0.46392757  1.        ]","[ 0.00479369 -0.00277349 -0.00578667 -0.0556068   0.00780687 -0.05769548
 -0.02807733  0.        ]",11.066667,332,124,74732,0
333,"[-0.79894364 -0.43682393  0.500305    1.1033128   0.1730373   1.2762165
 -0.46760547  1.        ]","[ -0.39430824 -11.108926    -3.8122873   21.209936    -0.19440651
  -3.0770962    0.7568281    0.        ]","[-0.80217993 -0.43309456  0.49878535  1.1125579   0.16991714  1.2863023
 -0.46488246  1.        ]","[ 0.00359527 -0.00222564 -0.00428008 -0.04923804  0.00780687 -0.04964893
 -0.02431086  0.        ]",11.1,333,124,74733,0
334,"[-0.7985446  -0.43740076  0.5003505   1.1021899   0.17360933  1.2741523
 -0.46806836  1.        ]","[ -0.39430824 -11.108926    -3.8122873   21.209936    -0.19440651
  -3.0770962    0.7568281    0.        ]","[-0.80217993 -0.43309456  0.49878535  1.1125579   0.16991714  1.2863023
 -0.46488246  1.        ]","[ 0.00359527 -0.00222564 -0.00428008 -0.04923804  0.00780687 -0.04964893
 -0.02431086  0.        ]",11.133333,334,124,74734,0
335,"[-0.79811347 -0.4381508   0.5002369   1.1009816   0.17415507  1.2724957
 -0.46831357  1.        ]","[ -2.3291202 -20.555353   -3.5362985  12.599715    5.8817296  -6.0284386
  -3.290054    0.       ]","[-0.80145895 -0.4341856   0.49850923  1.1081554   0.1709449   1.2814646
 -0.4668076   1.        ]","[ 0.01006675 -0.01475772 -0.00253381 -0.05591497  0.01314841 -0.06016081
 -0.02225642  0.        ]",11.166667,335,124,74735,0
336,"[-0.7978844  -0.43858042  0.50031847  1.1009134   0.1744632   1.2718543
 -0.46828163  1.        ]","[ -2.9782634  -10.886335    -3.8123834   12.812031    -0.98821515
  -6.705947    -3.4692688    0.        ]","[-0.8012442  -0.43436968  0.49852842  1.1073769   0.1711424   1.280757
 -0.4670262   1.        ]","[ 0.01099125 -0.01314841 -0.00037665 -0.05091584  0.01222391 -0.05088159
 -0.01736001  0.        ]",11.2,336,124,74736,0
337,"[-0.7978057  -0.4385278   0.500416    1.1005514   0.17481342  1.2703706
 -0.46841803  1.        ]","[ -2.2699966 -11.086681   -2.252268   20.38001    -1.0977992  -2.4125834
  -0.542092    0.       ]","[-0.80030847 -0.43535718  0.49899244  1.105515    0.17196116  1.2785596
 -0.46732917  1.        ]","[ 0.01749697 -0.0182845   0.00862864 -0.03574723  0.01530557 -0.04156814
 -0.00626604  0.        ]",11.233334,337,124,74737,0
338,"[-0.79750973 -0.4393739   0.5002982   1.0990839   0.17549638  1.268329
 -0.46873406  1.        ]","[ -2.3202467 -10.885681   -6.970089   20.32271    -1.2410492  -2.4265835
  -0.640092    0.       ]","[-0.7997198  -0.4360513   0.49940085  1.1043531   0.17251147  1.2770505
 -0.4675631   1.        ]","[ 0.02074983 -0.02407117  0.01301144 -0.03900009  0.01845571 -0.0502995
 -0.00674541  0.        ]",11.266666,338,124,74738,0
339,"[-0.7973256  -0.44029588  0.5000518   1.0984851   0.17592831  1.2674366
 -0.46893406  1.        ]","[ -2.5891407 -11.356086   -7.4367504  21.447674   -1.2140039  -3.6173065
  -0.6390125   0.       ]","[-0.79898345 -0.43693525  0.4998457   1.1028516   0.17322862  1.2751197
 -0.46787372  1.        ]","[ 0.01944868 -0.02314667  0.01222391 -0.03886313  0.01831874 -0.05084736
 -0.00794383  0.        ]",11.3,339,124,74739,0
340,"[-0.7972468  -0.44009012  0.50016856  1.0976913   0.17622076  1.2658918
 -0.46905676  1.        ]","[ 0.41353127 -9.933892   -3.5104332  20.113344   -1.1037854  -2.8910365
 -0.6527132   0.        ]","[-0.7983392  -0.43790933  0.50013715  1.1016992   0.1739956   1.2729433
 -0.4681326   1.        ]","[ 0.0095189  -0.01455227  0.0043828  -0.01722304  0.0115391  -0.03379551
 -0.00390343  0.        ]",11.333333,340,124,74740,0
341,"[-0.79717386 -0.44039437  0.50014496  1.0968847   0.17657833  1.2647687
 -0.46925008  1.        ]","[  0.41353127 -10.855142    -3.5104332   20.41417     -1.1181104
  -3.0590365   -0.6107132    0.        ]","[-0.7981379  -0.43812793  0.50022346  1.1012927   0.17426597  1.2719884
 -0.46822846  1.        ]","[ 0.00753294 -0.00982706  0.0034583  -0.01403866  0.01010099 -0.03273406
 -0.00356103  0.        ]",11.366667,341,124,74741,0
342,"[-0.7966736  -0.44066298  0.50080717  1.0947266   0.17707355  1.2634319
 -0.46911106  1.        ]","[-8.3441764e-02 -1.1155621e+01 -3.8187971e+00  2.0167593e+01
 -7.5403672e-01 -3.6751840e+00  1.1440351e-03  0.0000000e+00]","[-0.79781383 -0.43891793  0.5002599   1.1001135   0.17495818  1.2699041
 -0.46851608  1.        ]","[ 0.00537578 -0.01362778  0.00051361 -0.02009926  0.01174454 -0.03499394
 -0.00493065  0.        ]",11.4,342,124,74742,0
343,"[-0.79617554 -0.44123572  0.50129163  1.0923135   0.17763554  1.2619278
 -0.46908534  1.        ]","[ 1.2840930e-01 -1.1140640e+01 -3.9597623e+00  2.0381731e+01
 -7.4829602e-01 -3.5235968e+00  1.0342029e-03  0.0000000e+00]","[-0.7976144  -0.43941072  0.5002599   1.0992277   0.17540687  1.2684966
 -0.46872318  1.        ]","[ 5.17033692e-03 -1.38332192e-02 -1.13401355e-14 -2.15716045e-02
  1.15733370e-02 -3.48912142e-02 -5.30729955e-03  0.00000000e+00]",11.433333,343,124,74743,0
344,"[-0.795964   -0.44151288  0.5014784   1.0911642   0.17790677  1.2611519
 -0.4690939   1.        ]","[-3.1199917e-01 -2.1515989e+01 -4.2310705e+00  1.3459191e+01
  6.0694036e+00 -6.2460208e+00  1.1033799e-03  0.0000000e+00]","[-0.79754347 -0.43955645  0.5002599   1.0989074   0.17556794  1.2679732
 -0.46879986  1.        ]","[ 4.82793059e-03 -1.14021339e-02 -1.13401355e-14 -2.15373635e-02
  1.08885244e-02 -3.44803259e-02 -5.06761530e-03  0.00000000e+00]",11.466666,344,124,74744,0
345,"[-0.7954122  -0.44195247  0.5020597   1.0882293   0.1783105   1.2601107
 -0.46891314  1.        ]","[ 3.8597664e-01 -1.0691558e+01 -3.3862698e+00  2.0936825e+01
 -1.4364980e-01 -3.3729475e+00  1.1229883e-03  0.0000000e+00]","[-0.7973728  -0.43994185  0.5002599   1.0979238   0.17602813  1.266397
 -0.4690012   1.        ]","[ 3.69798951e-03 -8.25199485e-03 -1.13401355e-14 -2.03389414e-02
  9.69010219e-03 -3.26313339e-02 -4.31432109e-03  0.00000000e+00]",11.5,345,124,74745,0
346,"[-0.79503834 -0.44216537  0.50258034  1.0865096   0.17854923  1.2596334
 -0.46870378  1.        ]","[-3.2691464e-02 -2.0860586e+01 -3.8984458e+00  2.0083876e+01
  6.2752962e+00 -6.3002944e+00  1.0719416e-03  0.0000000e+00]","[-0.7972942  -0.44010293  0.5002599   1.097475    0.17623138  1.2657623
 -0.46907407  1.        ]","[ 3.69798951e-03 -8.14927276e-03 -1.13401355e-14 -2.10922360e-02
  1.00667486e-02 -3.24601308e-02 -4.07463638e-03  0.00000000e+00]",11.533334,346,124,74746,0
347,"[-0.79489636 -0.44221932  0.50279045  1.0860374   0.17860779  1.2596028
 -0.4686016   1.        ]","[ 1.9036753e-01 -1.1048109e+01 -3.5501170e+00  2.0437702e+01
 -1.5987420e-01 -3.2477734e+00  1.1093912e-03  0.0000000e+00]","[-0.79698545 -0.44042507  0.5003922   1.0959046   0.17671075  1.264399
 -0.46912968  1.        ]","[ 0.00585515 -0.00626604  0.0023626  -0.03033721  0.00924497 -0.02633105
 -0.00116418  0.        ]",11.566667,347,124,74747,0
348,"[-0.79449123 -0.44324723  0.5030796   1.0835749   0.17926003  1.257679
 -0.46855095  1.        ]","[ 1.9036753e-01 -1.1048109e+01 -3.5501170e+00  2.0437702e+01
 -1.5987420e-01 -3.2477734e+00  1.1093912e-03  0.0000000e+00]","[-0.79698545 -0.44042507  0.5003922   1.0959046   0.17671075  1.264399
 -0.46912968  1.        ]","[ 0.00585515 -0.00626604  0.0023626  -0.03033721  0.00924497 -0.02633105
 -0.00116418  0.        ]",11.6,348,124,74748,0
349,"[-0.79378825 -0.44445643  0.5037301   1.0810422   0.17982368  1.2567993
 -0.46821967  1.        ]","[-3.3174190e-01 -1.1447568e+01 -4.7830176e+00  1.9597111e+01
 -2.3485580e-01 -2.8713286e+00  1.4107982e-03  0.0000000e+00]","[-0.79636616 -0.44103864  0.50105757  1.0927945   0.17743556  1.2624183
 -0.4691335   1.        ]","[ 8.8340854e-03 -8.9025674e-03  9.7243423e-03 -4.3862265e-02
  9.7928233e-03 -2.7015867e-02 -3.4240642e-05  0.0000000e+00]",11.633333,349,124,74749,0
350,"[-0.7934322  -0.4456463   0.50385535  1.0790881   0.18030475  1.2555983
 -0.46807125  1.        ]","[-2.1814880e+00 -1.0666384e+01 -6.4429879e+00  2.0791483e+01
 -8.6906147e-01 -2.9914844e+00  5.6475482e-04  0.0000000e+00]","[-0.7961686  -0.44122463  0.5012704   1.0918032   0.17760813  1.2619772
 -0.4691335   1.        ]","[ 1.0169471e-02 -9.9982675e-03  1.1196690e-02 -5.0744634e-02
  1.0340674e-02 -2.7563717e-02  5.8286709e-15  0.0000000e+00]",11.666667,350,124,74750,0
351,"[-0.7931233  -0.44584677  0.5044147   1.0777348   0.18082793  1.2535625
 -0.46772492  1.        ]","[-2.5697825e+00 -1.0290162e+01 -7.2194042e+00  2.1473686e+01
 -1.2119466e+00 -3.4175370e+00  7.4015337e-04  0.0000000e+00]","[-0.7954745  -0.44179797  0.502116    1.0885856   0.1781757   1.2606293
 -0.4689801   1.        ]","[ 0.01414139 -0.01181302  0.01712032 -0.06735134  0.01164182 -0.02838549
  0.00273925  0.        ]",11.7,351,124,74751,0
352,"[-0.79289573 -0.44673866  0.5044663   1.0762213   0.18126275  1.2523106
 -0.46759737  1.        ]","[ 1.4896492e+00 -1.0732045e+01 -1.6301501e+00  2.0038559e+01
 -1.2285469e+00 -2.4418356e+00  6.2677346e-04  0.0000000e+00]","[-0.7947708  -0.4429005   0.502812    1.0850651   0.17894077  1.2586082
 -0.46865606  1.        ]","[ 0.00989555 -0.01674367  0.00962162 -0.05005982  0.01133365 -0.02941271
  0.00472521  0.        ]",11.733334,352,124,74752,0
353,"[-0.7927386  -0.44758573  0.5044425   1.0748723   0.18167667  1.2510068
 -0.467513    1.        ]","[ 1.4896492e+00 -1.0732045e+01 -1.6301501e+00  2.0038559e+01
 -1.2285469e+00 -2.4418356e+00  6.2677346e-04  0.0000000e+00]","[-0.7947708  -0.4429005   0.502812    1.0850651   0.17894077  1.2586082
 -0.46865606  1.        ]","[ 0.00989555 -0.01674367  0.00962162 -0.05005982  0.01133365 -0.02941271
  0.00472521  0.        ]",11.766666,353,124,74753,0
354,"[-0.7926157  -0.44818008  0.5044708   1.0737615   0.18198398  1.2500055
 -0.4674442   1.        ]","[-1.8503683e+00 -1.1400090e+01 -7.4059691e+00  2.1375191e+01
 -1.5667580e+00 -3.1338899e+00  1.0696886e-03  0.0000000e+00]","[-0.7940345  -0.44419098  0.50347936  1.0817882   0.17964832  1.2570704
 -0.46831667  1.        ]","[ 0.01314841 -0.02304395  0.01191574 -0.05851726  0.0126348  -0.027461
  0.00606059  0.        ]",11.8,354,124,74754,0
355,"[-0.79222625 -0.4492677   0.5046727   1.072077    0.18247549  1.2489309
 -0.46725437  0.        ]","[ 1.2693536e+00 -9.9766521e+00 -2.0510221e+00  2.0024273e+01
 -1.2946845e+00 -3.3586187e+00  9.1253413e-04  0.0000000e+00]","[-0.79349184 -0.4453108   0.5040258   1.0791785   0.18038656  1.254848
 -0.46795043  0.        ]","[ 0.00773839 -0.01667519  0.00763566 -0.03742502  0.01095701 -0.03280254
  0.0054785   0.        ]",11.833333,355,124,74755,0
356,"[-0.79120886 -0.45107067  0.5055207   1.069605    0.18329675  1.2478982
 -0.4666518   0.        ]","[ 1.2693536e+00 -1.0747152e+01 -2.0510221e+00  2.0511322e+01
 -1.3233345e+00 -3.3026187e+00  9.1253413e-04  0.0000000e+00]","[-0.79336333 -0.44557732  0.50414276  1.078586    0.18056871  1.2543131
 -0.46787947  0.        ]","[ 0.00756718 -0.01653823  0.0074987  -0.03674021  0.01095701 -0.03273406
  0.00506762  0.        ]",11.866667,356,124,74756,0
357,"[-0.7910867  -0.45168188  0.50549936  1.068629    0.18360859  1.2469994
 -0.46664497  0.        ]","[ 5.1349819e-01 -1.0960254e+01 -3.2285585e+00  1.9970207e+01
 -1.4391938e-01 -2.5603542e+00  1.0245139e-03  0.0000000e+00]","[-0.7929492  -0.4470346   0.5043403   1.0757903   0.18135296  1.2517897
 -0.4676206   0.        ]","[ 0.00393767 -0.01787362  0.00071905 -0.03071386  0.00879985 -0.02944695
  0.00270501  0.        ]",11.9,357,124,74757,0
358,"[-0.79120815 -0.45194042  0.5052311   1.0680374   0.18380933  1.2459905
 -0.46677238  0.        ]","[ 5.1617885e-01 -1.0495265e+01 -3.2749920e+00  2.1167833e+01
 -1.4611596e-01 -3.2999933e+00  1.0333972e-03  0.0000000e+00]","[-0.7927747  -0.44777092  0.504394    1.0745018   0.18171345  1.2507658
 -0.46752092  0.        ]","[ 0.0042116  -0.01869539  0.00106146 -0.03215196  0.00914225 -0.02691315
  0.00253381  0.        ]",11.933333,358,124,74758,0
359,"[-0.7911123  -0.4527319   0.50506383  1.0669464   0.18417096  1.2449709
 -0.466714    0.        ]","[ 1.3032953e+00 -1.0219689e+01 -2.4242134e+00  2.1047798e+01
 -8.2701609e-02 -3.3095264e+00  8.8370143e-04  0.0000000e+00]","[-0.7926232  -0.4482062   0.50447065  1.0737712   0.18192628  1.2502403
 -0.46746337  0.        ]","[ 0.0053073  -0.01825026  0.0021914  -0.03156987  0.0087656  -0.0235918
  0.00239685  0.        ]",11.966666,359,124,74759,0
360,"[-0.79095817 -0.45340407  0.5050473   1.0662216   0.18446587  1.2444577
 -0.46665198  0.        ]","[ 1.13822975e+01 -2.11575050e+01 -6.55635023e+00  1.29190884e+01
  5.98252010e+00 -3.36267543e+00  1.48306985e-03  0.00000000e+00]","[-0.792163   -0.4492512   0.5047736   1.0721797   0.18240757  1.2492989
 -0.4671911   0.        ]","[ 0.01054612 -0.02533808  0.0065742  -0.03944522  0.01181302 -0.02479023
  0.00575243  0.        ]",12.0,360,124,74760,0
361,"[-0.7909257  -0.45408833  0.50485104  1.0655398   0.18478617  1.243444
 -0.46672583  0.        ]","[-1.1307950e+00 -9.9799318e+00 -2.3020971e+00  2.1000179e+01
 -7.4279386e-01 -3.2904723e+00  8.6836086e-04  0.0000000e+00]","[-0.79187924 -0.4498015   0.50498456  1.0713552   0.18265876  1.2488176
 -0.46705112  0.        ]","[ 0.01328537 -0.02848822  0.00917649 -0.04314321  0.01307993 -0.02540656
  0.00736174  0.        ]",12.033334,361,124,74761,0
